SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,ACADEMIC_STATUS,COURSE,Q3,Q3_OTHER,Q4,Q5,Q6,Q6_OTHER,Q7,Q8,Q8_OTHER,Q9,Q9_OTHER,Q3_Free Higher Education (FHE),Q3_Tertiary Education Subsidy (TES),Q6_My family socioeconomic status,Q6_My enrollment in state/government school,Q6_The type of course I am enrolled in,Q6_Others,Q9_Uniform,Q9_Books and other school materials,Q9_Subsidy for school activities,Q9_Others,AGE
Student Survey Entry,2002,Female,Woman,Yes,,ibaloi,"Benguet,Tuba","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,21
Student Survey Entry,2004,Male,Man,Yes,,igorot,"Benguet,Kapangan","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,4,My family socioeconomic status,,Yes,I will work part time to support it,,Uniform,,,,1.0,,,,1.0,,,,19
Student Survey Entry,2000,Female,Woman,Yes,,Igorot-Kankana-ey,"Mountain Province,Sabangan","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,2,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,23
Student Survey Entry,2000,Male,Man,Yes,,Igorot,"Benguet,La Trinidad (Capital)","25,000 – 49,999",Yes,Benguet State University-Main,State University and Colleges (SUC),Irregular,Information Technology Education,,,No,2,My enrollment in state/government school,,Yes,I will work part time to support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,23
Student Survey Entry,2001,Male,Prefer not to say,Yes,,kankanaey-ibaloi,"Benguet,Baguio City","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,Yes,,Igorot,"Benguet,","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Irregular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,I will work part time to support it,,Books and other school materials,,,,1.0,,,,,1.0,,,22
Student Survey Entry,2003,Female,Woman,Yes,,igorot kankanaey,"Benguet,Baguio City","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My family socioeconomic status,,Yes,I will work part time to support it,,Books and other school materials,,,,1.0,,,,,1.0,,,20
Student Survey Entry,2002,Male,Man,Yes,,Igorot,"Benguet,Mankayan","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Uniform,,,,1.0,1.0,,,1.0,,,,21
Student Survey Entry,2003,Female,Woman,Yes,,Igorot,"Benguet,Atok","25,000 – 49,999",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,20
Student Survey Entry,2002,Male,Man,Yes,,kankana-ey,"Benguet,La Trinidad (Capital)","Less than 25,000",Yes,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,I will work part time to support it,,Uniform,,,,1.0,,,,1.0,,,,21
Student Survey Entry,2002,Male,Man,Yes,,Kankana-ey & Ibaloi,"Benguet,La Trinidad (Capital)","50,000 – 74,999",Yes,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,My family socioeconomic status,,Yes,I will work part time to support it,,Uniform,,,,1.0,,,,1.0,,,,21
Student Survey Entry,2002,Male,Man,No,,,"Benguet,La Trinidad (Capital)","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Uniform,,,,,,1.0,,1.0,,,,21
Student Survey Entry,2002,Female,Prefer not to say,Yes,,Kankanaey,"Benguet,La Trinidad (Capital)","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,I will work part time to support it,,Uniform,,,,1.0,,,,1.0,,,,21
Student Survey Entry,2003,Male,Man,No,,,"Benguet,La Trinidad (Capital)","Less than 25,000",No,Benguet State University-Main,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,1,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,20
Student Survey Entry,2000,Female,LGBTQIA+,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Uniform,,,,1.0,1.0,1.0,,1.0,,,,23
Student Survey Entry,2001,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,1,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,Balaoan","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,1.0,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,4,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,22
Student Survey Entry,1999,Female,LGBTQIA+,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,Yes,I will work part time to support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,24
Student Survey Entry,2001,Female,Prefer not to say,No,,,"La Union,San Juan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,No,I will work part time to support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,San Juan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,1.0,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,,1.0,,,1.0,,,22
Student Survey Entry,2000,Female,LGBTQIA+,No,,,"La Union,Pugo","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,No,I will work part time to support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,23
Student Survey Entry,2001,Male,Man,No,,,"La Union,Caba","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,,1.0,,,1.0,,,22
Student Survey Entry,2000,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,My family socioeconomic status,,No,My parents or my other relatives will support it,,Uniform,,,,1.0,,,,1.0,,,,23
Student Survey Entry,2001,Male,Man,No,Maguindanao,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,22
Student Survey Entry,2000,Male,Man,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,23
Student Survey Entry,1998,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,25
Student Survey Entry,2000,Male,Man,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Others, please specify",All of the above,,,1.0,1.0,1.0,,,,,1.0,23
Student Survey Entry,2000,Female,Prefer not to say,No,,,"La Union,Caba","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,I will work part time to support it,,"Others, please specify",All of the above,,,1.0,,,,,,,1.0,23
Student Survey Entry,2001,Male,Man,No,,,"La Union,Luna","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,22
Student Survey Entry,1999,Female,Woman,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,7,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,24
Student Survey Entry,2001,Male,Man,No,,,"La Union,San Juan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,"State University and Colleges (SUC),Local University and Colleges (LUC)",Regular,Information Technology Education,,,No,7,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Student Survey Entry,2001,Female,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Student Survey Entry,2003,Male,Man,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,20
Student Survey Entry,2003,Male,Man,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,20
Student Survey Entry,2003,Female,Prefer not to say,No,,N/A CX ,"La Union,Balaoan","Less than 25,000",Yes,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,1.0,1.0,1.0,,20
Student Survey Entry,2003,Female,Woman,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,Yes,6,"Others, please specify",,No,"Others, please specify",,"Uniform,Books and other school materials,Subsidy for school activities,Others, please specify",,,,,,,1.0,1.0,1.0,1.0,1.0,20
Student Survey Entry,2003,Male,Man,No,,,"La Union,Balaoan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,1.0,1.0,1.0,,20
Student Survey Entry,2001,Female,Prefer not to say,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,9,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,,,1.0,1.0,,,1.0,1.0,,,22
Student Survey Entry,2003,Male,Man,No,,Not applicable,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,20
Student Survey Entry,2002,Female,LGBTQIA+,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,21
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities,Others, please specify",,,,,1.0,,,1.0,1.0,1.0,1.0,21
Student Survey Entry,2003,Male,Man,No,,no,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,2,"My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,"Uniform,Books and other school materials",,,,,1.0,1.0,,1.0,1.0,,,20
Student Survey Entry,2003,Male,Man,No,,,"Ilocos Sur,Santiago","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,1.0,1.0,,1.0,1.0,1.0,,20
Student Survey Entry,2002,Male,Woman,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,21
Student Survey Entry,2003,Male,Man,No,,,"La Union,Bangar","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,4,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,20
Student Survey Entry,2002,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,"Uniform,Books and other school materials",,,,1.0,1.0,1.0,,1.0,1.0,,,21
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,3,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities,Others, please specify",,,,1.0,,,,1.0,1.0,1.0,1.0,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Luna","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities,Others, please specify",Monthly Allowance and Miscellaneous Fees,,,,1.0,1.0,,1.0,1.0,1.0,1.0,21
Student Survey Entry,1999,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",Yes,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,"Uniform,Books and other school materials",,,,1.0,1.0,1.0,,1.0,1.0,,,24
Student Survey Entry,1998,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","75,000 – 99,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities,Others, please specify",Monthly Allowance,,,,1.0,,,1.0,1.0,1.0,1.0,25
Student Survey Entry,2002,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,7,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,,1.0,,,1.0,,,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Bacnotan","50,000 – 74,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,1,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,,1.0,,,1.0,,,21
Student Survey Entry,2001,Male,Man,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Irregular,Information Technology Education,,,No,1,"My family socioeconomic status,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,1.0,,,1.0,,,22
Student Survey Entry,2001,Male,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,No,4,The type of course I am enrolled in,,No,I will work part time to support it,,Subsidy for school activities,,,,,,1.0,,,,1.0,,22
Student Survey Entry,2002,Male,Woman,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,Yes,2,My family socioeconomic status,,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,21
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Agoo","125,000 and above",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,No,7,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,,,1.0,,,,1.0,1.0,,,21
Student Survey Entry,2003,Female,Woman,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,No,8,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,20
Student Survey Entry,2001,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,22
Student Survey Entry,2002,Male,Man,No,,,"La Union,Bauang","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,21
Student Survey Entry,2001,Male,Man,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,My enrollment in state/government school,,Yes,A patron or donor who is not a relative will support me,,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,8,My family socioeconomic status,,No,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,21
Student Survey Entry,2001,Male,Prefer not to say,No,,,"La Union,San Juan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,,,1.0,1.0,,,1.0,1.0,,,22
Student Survey Entry,2002,Male,Man,No,,,"La Union,San Juan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,21
Student Survey Entry,2003,Male,Man,No,,,"Ilocos Sur,Tagudin","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,20
Student Survey Entry,2001,Male,Man,No,,,"La Union,Aringay","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,7,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2004,Female,Woman,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,1,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,,,,1.0,,,19
Student Survey Entry,2003,Female,Woman,Yes,,Igorot,"La Union,Burgos","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,8,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,,,,1.0,,,20
Student Survey Entry,2001,Female,Woman,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,,,1.0,1.0,,,1.0,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,8,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,,1.0,1.0,,22
Student Survey Entry,2001,Male,Prefer not to say,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,3,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,1.0,1.0,1.0,,22
Student Survey Entry,2001,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,22
Student Survey Entry,2001,Female,Woman,No,,none,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,1.0,,,,1.0,,22
Student Survey Entry,2002,Male,Prefer not to say,No,,,"La Union,Sudipen","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,1.0,1.0,1.0,,21
Student Survey Entry,2004,Female,Woman,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,3,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,19
Student Survey Entry,2002,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,9,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,,1.0,,,1.0,1.0,1.0,,21
Student Survey Entry,2003,Female,Woman,No,,,"Ilocos Sur,Santa Lucia","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,9,My family socioeconomic status,,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,20
Student Survey Entry,2003,Male,Man,No,,,"La Union,","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,1.0,,,,1.0,,20
