SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,COURSE,STUDY_YEARS,Q3,Q3_OTHER,Q4,Q4_YES,Q5,Q5_OTHER,Q6,Q7,Q8,Q9,Q9_YES,Q10,Q11,Q12,Q13,Q14,Q14_OTHER,Q5_International employment,Q5_Establish own business,Q5_Others,Q5_Obtain scholarship for graduate school,Q5_local employment (within),Q5_local employment (outside),Q14_Free Higher Education (FHE),Q14_Tertiary Education Subsidy (TES),AGE
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Ligao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology ,4,No,,No,,"Local employment, outside of the region ",,7,9,"It was a good experience. As someone who lost a parent during the pandemic, the UAQTE helped my mom a lot with the expenses we need to live by.",Yes,,It helped a lot on our expenses.,Pandemic and health issues,Took everything one step at a time,It can be improved more to help other students especially the ones who are really in need,,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Malinao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bicol University-Main,4,No,,No,,International employment,,5,5,"As a beneficiary  I was able to access high-quality education through UAQTE, which provided me with the knowledge and skills I needed to pursue my dreams. This program has given me the opportunity to break free from the cycle of poverty and build a better future for myself and my community.",Yes,,One impact of UAQTE for my family is that they save money.,limited support,building strong support system,good,,,1.0,,,,,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),BS Information Technology,2019-2023,No,,No,,"Local employment, within the region only ",,5,5,All Goods ,Yes,,,,,,,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Castilla","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,4 years,No,,Yes,Work in the government for at least 2 years,"Local employment, outside of the region ",,9,9,The opportunity provided by the UAQTE allowed me to focus solely on my studies and complete my education successfully without the burden of tuition fees and other expenses.,Yes,,The availability of free higher education helped me achieve my academic goals and relieving my family of any financial stress associated with college expenses. ,,,The UAQTE has been a great help for most of the student who needs financial assistance to pursue their college education. The UAQTE has helped students like myself to focus on our studies and fulfill our academic aspirations with peace of mind.,,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Computer Science",4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,7,8,"I am thankful for the UAQTE scholarship, which has enabled me to pursue my dream of becoming a computer scientist. I am now on track to graduate, and I am confident that I will be able to use my skills to advance my career.",No,,The UAQTE program has helped my family afford a quality education and access resources.,none,,I think the implementation of the UAQTE program has been successful. The program has helped thousands of students from low-income families afford a quality education and access resources and support services. This has led to increased college completion rates and better job opportunities for these students.,,,,,,,,1.0,,,23.0
Student Survey Exit,1998,Female,Woman,No,,,"Albay,City Of Tabaco","100,000 – 124,999",No,Bicol University-Main,Local Universities and Colleges (LUCs),College of Science,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,8,I experienced a high quality of education. I was able to finish my course with a high quality of education for free. This lessens the burden in the financial aspect.,No,,This gives positive impact especially to my parents who have 6 students. My siblings were all able to study until college and my parents experienced lesser problem in the financial aspect.,One of the challenges I encountered was the sudden change in the mode of learning during the pandemic. I was having hard time adjusting but was able to adapt.,"Study, and maintain healthy lifestyle.",For me the implementation of UAQTE was very satisfactory.,,,,,,,1.0,,,,25.0
Student Survey Exit,2000,Male,Man,No,,,"Camarines Sur,Pili (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology,2019-2023,No,,Yes,,"Local employment, within the region only ",,9,10,"As a beneficiary of Free education program, I was able to study in one of the best universities in the country, and able to learn skills that I can use in my future career.",No,,"My family was able to focus on other aspects of our lives, and made budgeting a lot easier.","One of the greatest challenge that I encountered is the pandemic. We had to adjust our lifestyle, especially the financial aspect.",I applied for a part time job to help support our daily expenses.,"I would like to thank everyone behind the free education program. It really made the lives of us students easier, and helped us achieve our dreams.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,4,No,,Yes,,"Local employment, outside of the region ",,8,10,"As one of the beneficiaries of the UAQTE, I am very grateful for this opportunity. This helped to sustain my college finances. It also aid my single parent father financially for me to study outside of our province.",Yes,The program should be part of the college orientations.,The impact of UAQTE on myself and my family is big that also benefited my big college dreams to be achievable.,The challenge that I encountered is my finances for boarding near the university.,"I applied for other scholarships to maintain my boarding, meal budget, and other bills.",The implementation of the UAQTE is very helpful to every aspiring college students.,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Female,Man,No,,,"Albay,Polangui","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology ,2019-2023,No,,No,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,9,I can study for free without paying anything during enrollment.,Yes,,I was able to help my parents save their money which we can use in our everyday expenses. ,I don't think i have any,Not applicable,It was good and successful since many of us students were able to graduate from the Free Higher Education Program ,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College Of Science, BS in Meteorology",2019-2023,No,,No,,"Local employment, within the region only ",,10,10,"As one of its beneficiary, this makes my college life less stressful because i dont have to worry about the tuition fees to be paid in order to enroll. But still miscellaneous fees are still a little heavy for us. So i am really thankful for this program because it helped me and my family benefitted alot from this.",No,,It helped us as it lessen the burden on my father who is working tirelessly just to provide food on the table and make us his two son's finished college education.,There is only some in which i am having a hard time in finding a way to pay early for the miscellaneous fees.,We tried reaching out for some debt that's to be paid on a later date.,"Im very Thankful, THANK YOU",,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Guinobatan","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),College of Science - Bachelor of Science in Information Technology , 2019-2023,No,,Yes,,"Others, please specify","Local employment, within the country",9,10,"A great help to lessen the expenses of students. Helped us focus on other expenses in school and at home. Also allowed us to use other scholarship allowance on other things like projects, thesis, and tools.",No,,It helped us lessen our financial burden and focus more towards our daily and monthly necessities.,,I applied to other scholarship to cover other school fees.,It is a great program that helps many students that may not be able to afford the benefits that the program provides.,,,,,1.0,,,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Catanduanes,Caramoran","25,000 – 49,999",Yes,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,4 years,No,,No,,"Local employment, outside of the region ",,6,6,im just thankful i finished my degree with free education,No,none,i can't explain.,"like depression ,stress, etc. mixed emotions",go with the flow everyday,so good for us like me that doesnt want to pay for tuition for college,,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Malinao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,6,1,It truly helped me financially. It truly gives hope to young individuals to pursue their desire course despite coming from a poor family.,Yes,Must include also tge books and any other learning materials of the students and also the uniform if possible,Definitely a big help!,,,,,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Manito","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology ,4,No,,No,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,6,Having one of the beneficiary has helped me continue my education without having to pay for a tuition fee. I could focus on just studying and pursue what I wanted through out my course. ,Yes,,I can study college without having the burden of tuition fees,,,"Overall, it helped a lot of students go through college without having to think where to get tuition fees for their study.",,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,2019-2023 (4 years),No,,No,,"Local employment, within the region only ",,7,10,"Being one of the beneficiaries of an education that is not just free of charge, but also of quality, was more than just a privilege, to say the least. Personally, it has granted me the opportunity to explore the horizons of being a student. Some of which includes being able to learn from and engage in meaningful class discussions and lectures as well as experience On-the-Job Training, in which these were all achieved in default of the financial burden such as tuition and laboratory fees. ",Yes,"The implementation of FHE was already immensely beneficial on its own. However, improvement in terms of creating pro-active solutions in times of unforeseen circumstances such as the COVID-19 pandemic is highly demanded and solicited. Addressing the financial challenges requires collaborative efforts from governments, educational institutions, and community organizations to provide assistance and initiatives that help alleviate the financial burden of education, be it physical or virtual. This can include programs that provide subsidized or free internet access, device lending programs, and financial aid specifically targeted at supporting students and families facing economic difficulties.","The UAQTE had substantially minimized the financial strain on our household, which caused by having to pay for tuition fees and other similar school expenses. With the free education, the funds that were originally allocated for tuition fees have been otherwise used to fulfill relatively important needs, such as food and transportation allowance, apartment rent, etc.","
Amidst the pandemic, many students faced significant challenges in continuing their education due to the additional costs associated with online learning. The transition to virtual/remote schooling necessitated access to reliable internet connection, devices like computers, smartphones, or tablets, and the need for mobile data or broadband subscriptions. The cost of purchasing or upgrading devices and maintaining internet connectivity placed an extra burden on families already struggling with financial constraints. Personally, having a stable internet connection became a challenge with constant switching from Wi-Fi to mobile data just to keep up with the synchronous classes as well as other school deadlines. ","Communicating with instructors and informing them about the connectivity challenges was the most ideal way, although not essentially to cope with the issue, but rather in order to meet halfway and create alternative provisions, such as providing alternative submission methods, offering recorded lectures, or finding other solutions to support participation in classes.","While there may be challenges to address, such as funding and ensuring quality education, the concept of free education holds promise for creating a more equitable and inclusive society where education is accessible to all, regardless of financial background. Overall, it is a great initiative and hopefully it will never lose its ground. ",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"BU College of Science, BS Information Technology",4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,10,10,"First and foremost, I am very grateful and fortunate to have experienced being one of the beneficiaries of UAQTE. The UAQTE Act helped me spend my four years in college without the burden of paying for tuition and other university-related fees. Moreover, it allowed me to focus more on my academics and help my family financially.",Yes,,The UAQTE helped us financially.,,,"The UAQTE is a significant help to Filipinos, especially those who belong to the middle and lower class.",,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Manito","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Bachelor of Science in Computer Science",2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,9,10,I am incredibly grateful for the UAQTE program as it has been instrumental in enabling me to complete my studies. The program's support and resources have given me the opportunity to pursue my educational goals and overcome financial barriers that could have hindered my progress. I am truly thankful for the program's impact on my academic journey and the doors it has opened for my future.,Yes,Ensure the timely release of the subsidy for it to become effective. ,"The UAQTE program has had a transformative impact on me and my family. Through financial assistance and educational support, the program has empowered me to pursue my academic goals, break the cycle of poverty, and create brighter futures for myself and my loved ones.","Despite the availability of free education through the program, I still face personal financial challenges that require attention and support.",Asks for my parents support.,The program has successfully addressed barriers related to affordability and has played a pivotal role in promoting social mobility and creating opportunities for personal and professional growth. ,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,Pilar","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,2019-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,8,8,The Free Higher Education and DOST-SEI Scholarship programs were really helpful in my college journey. They assisted me (including my other siblings) most especially during the Covid-19 pandemic. These programs helped in my overall productivity and learning process with lesser financial concerns. ,Yes,"Despite the very timely and significant inplementation of this program (or law), there are still limitations on the part of parents and youths, especially in rural areas, in knowing how to access certain scholarships and that there is a way to pursue their aspirations through financial aids. Probably a more centralized/local information dissemination projects could help clarify and emphasize these privileges/opportunities. ",These programs supported our family by helping us (me & my siblings) continue our studies with less financial worries for our parents. ,There were times when scholarship allowances are experiencing delays. ,"To cope with delays in scholarship allowance, I ask for help from my parents/siblings to support me temporarily until the allowance is released. ",I believe it has been a great help. ,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Sorsogon,Bulusan","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,2019-2023,No,,Yes,,"Local employment, outside of the region ",,10,10,"It provides me with a sufficient budget or allowance to meet my needs, eliminating the need to rely heavily on my siblings for financial support. This not only brings me relief but also frees me from worrying about tuition expenses.",Yes,,It helps lessen the financial burden on my older siblings.,Stress and anxiety ,I made conscious effort to always focus on the positive aspects of every situation.,Greatly benefits every family unable to afford higher education.,,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Guinobatan","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor Science in Information Technology,2019 to 2023,No,,Yes,,"Local employment, outside of the region ",,8,8,"This program helped me not to think about school fees so I was able to focus on my studies. 
If this program had not been implemented, I would have struggled financially or maybe not being able to finish college. 
So I am very thankful for having the opportunity to experience the benefits of this program.",No,,My family did not need to worry about tuition fees so it had help us a lot.,Access to the Internet for online class was a challenge during the pandemic,I went to a relative in order to access the internet and address this challenge.,The implementation of this program is really a great help to us students who struggle financially.,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"BU College of Science, BS Information Technology",4,No,,No,,"Local employment, within the region only ",,6,6,"It's a huge help for me. It lessens the burden on the students. As for me, it helps me focus more on my studies without having to worry about where I will get money for my tuition fees.",No,,"Just like me, it eases their burden because our family is among those struggling and unable to afford high tuition fees.",I struggle with the pandemic since I lack the necessary gadgets and reliable internet for online schooling.,"To cope with the situation, I have been fortunate enough to borrow a laptop from friends and relatives, which has enabled me to continue my studies online. Additionally, I have taken up freelancing as a graphic artist online to cover the costs of having a reliable internet connection.","The implementation of Universal to quality education has been commendable as it significantly eases the burdens faced by both students and parents. As mentioned earlier, it provides a huge help, particularly for students who aspire to study in prestigious universities but lack the financial capability to do so. By reducing or eliminating tuition fees, it creates equal opportunities for students from different economic backgrounds to access quality education. This not only promotes social mobility but also fosters a more inclusive and equitable society. Overall, the implementation of Universal to quality education positively impacts the educational landscape by removing financial barriers and enabling more individuals to pursue their academic aspirations.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,2019-2023,No,,No,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,7,7,"I can say that I'm very lucky and proud to be one of the beneficiaries of the UAQTE. In my four years of studying at BU, I've acquired enough skills that I still need to improve over the next few years. These skills might be essential for my future job to be successful, but for me, building good character matters the most in any field.",Yes,Provide more hands-on activities outside the school to give students a wider vision of what they want to pursue in the future.,It helped us lessen our expenses in terms of education. Free education also taught me to be grateful and prioritize things that will help me in the long run.,"Online classes are somehow convenient, but they reduce my chances of acquiring enough skills. Our OJT is also disappointing because we had no chance to go to the companies that would help us improve our skills.",I tried to find other ways to improve those skills including freelancing. ,It's good and helpful but the institution need to prioritize the student's development and safety at all times. ,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Meteorology",4 years,No,,Yes,Work in the government for at least 2 years,"Local employment, outside of the region ",,8,8,"UAQTE has been beneficial not just to me but also to other students who if not for free education/tuition in college would have been impossible. Though still needs improvement in some aspects which can help more deserving students, it helped me and most financially challenged students to still pursue their course. I hope that this will continue still and not be abolished as it helped so many students all over the country reach and pursue their dreams.",Yes,"When it comes to graduating students who are financially challenged, perhaps a subsidy or a graduation allowance for the fees and the attire in order to graduate","Well for one, it helped lessen the burden of thinking about the tuition fee(s) during our tenure in the university.","I have not encountered issues with regards to UAQTE, cause I also happen to be a DOST scholar which also funded my four-year course through stipends which helped me in my expenses.",,"Though it helped a lot of students, there is still room for improvement which when focused on and improved upon, future students especially those with financial incapability will greatly benefit with more improved free access to education or UAQTE 2.0.",,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Camarines Norte,Daet (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Bachelor of Science in Information Technology",2019-2023,No,,No,,"Local employment, outside of the region ",,10,10,"Having appreciatively been granted the good fortune of inclusion amongst those advantaged. My overall experience was fantastic because I never encountered any complications with my college fees. This program was also a tremendous relief for my parents, as it covered the entire tuition fee.",No,,"I am incredibly thankful for the UAQTE FHE, as it provided my family with the opportunity to send me to a prestigious university. Had free tuition not been available, I would have been forced to matriculate at a less prestigious academy. ",The UAQTE FHE program streamlined the process of paying for my tuition and alleviated the financial stress that often accompanies higher education.,,"Reflecting on my experience with the UAQTE FHE program, I wholeheartedly give it a perfect rating of 10/10. The program's impact on my life has been truly transformative, and I cannot overstate the gratitude I feel for the opportunities it provided.",,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),"College of Science, BS Information Technology ",2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,8,5,It was a great experience and a big help to me and to my family. It lowers the burden of the family by having the free education. And now I am graduating with the help of free education. ,Yes,Tes should based on the socioeconomic status and the location of the beneficiary.,It helps us alot especially about the financing. Having a free education helps my parents to atleast lower the problemn for tuitions.,Nothing,Nothing,I think TES should undergo interviews to atleast check those students who still needs to have a financial aid while studying in the university.,,,,,,,,1.0,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Malinao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BSIT",4,No,,No,,"Local employment, within the region only ",,10,10,"UAQTE lessen the financial burden of my family. I was not hesitant to pursue my college to one of my dream university. Also, I was able to focus on my studies and worry less about the school fees compared to if it was not a free tuition.",Yes,,My parents will now have their first degree holder in the family and UAQTE made it possible.,"Academic challenges, aiming not to have failing grades ",Studying hard,Indeed a big help to students wanting to pursue their dreams,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Computer Science",2019-2023,No,,No,,"Local employment, within the region only ",,10,10,"It helps lessen the burden of paying for tuition fee and other fees. Although tuition fee is free, the quality of education were retained apart from some subjects. The only downside was that we never had a deep discussion about the obligations and guidelines of UAQTE. ",Yes,Create a seminar or info dissemination regarding the matter.,"My sister studied from a private school which costs us great some of money just to pay for her tuition. I worried back then that it will happen to me. Luckily, there is UAQTE. My family no longer have to pay for my studies and my allowances.","During the pandemic, the university implemented online classes and it affects everyone and basically have to adapt to changes. Unfortunately, the quality of education declined for the first months. Issues regarding internet connectivity, availability of professors etc",Adapt,Overall its great.,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Catanduanes,Pandan","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS in Information Technology,4,No,,No,,International employment,,7,10,"As one of person who benefited from UAQTE, I was able to attend a university that I never thought I could attend to. Through inclusive educational opportunities, I acquired the knowledge and skills needed to secure a fulfilling career. It has empowered me to pursue my passion for learning without financial constraints.",No,,"UAQTE opened doors to opportunities that were previously inaccessible, allowing me to pursue my passions and develop skills for the future. It has empowered us to dream big and break free from the limitations that once held us back. Being able to pursue higher education without financial constraints has allowed me to focus on my studies and personal growth.","One of which is the overwhelming workload and constant pressure to meet deadlines.  Balancing multiple assignments, activities and exams can be mentally ans physically exhausting. Additionally, the financial burdens of others fees and living expenses adds another layer of stress.","To cope with these challenges, I developed effective time management strategies,  prioritizing tasks and breaking them down into smaller steps. Financially, I tried to budget everything to alleviate the financial burden and the UAQTE was really a big help in this matter.",I want to express my appreciation for the efforts made in the implementation of the UAQTE. It has made a big difference by giving people from different backgrounds the chance to go to college. It has made learning more enjoyable and created a fairer academic environment for all.,,,1.0,,,,,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,4 years,No,,No,,"Local employment, within the region only ",,6,5,It is barely enough to support other miscellainous fees in school,Yes,,I can say it helped me somehow to survive in school,Financial issue,Work as a part-timer in a short time,,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University, Bachelor of Science in Information Technology",2019 - 2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,5,7,It was good that I didn't have to pay any tuition during my school years.,Yes,Include more stuffs like uniforms and books for the students to further lessen the costs of schools to the families expenses.,It made it possible for me and my siblings to go to school without any worries of running out of money just for paying school tuitions.,Death of family members that are income providers in the family.,Tough it up and accept and adapt fast. Life didn't give us any time to grieve if we wanted to live.,Improve it some more so that more and more families can be helped in the future.,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),"Bicol University College of Science, Bachelor of Science in Information Technology",,No,,Yes,,International employment,,9,10,As one of the many beneficiaries of the UAQTE. It is an advantage for a college student to have access to free education. It is an opportunity for students like me to make utilize effective learning resources with substantial facilities.,No,,"As an average family living in a rental home. It is a great opportunity for me to be one of the beneficiaries of UAQTE. Our family's financial strain would be lessened, and receiving a free higher education would equip us with the knowledge and abilities we need to deal with problems in the real world. In the future, I'll have more opportunities and can support my family.","The 2 years lockdown during the pandemic and online classes would be one of the challenges I've encountered. I found it challenging to access the internet and educational resources during the pandemic because power outages were a frequent occurrence in Legazpi. As a BSIT student, learning instruments such as personal computers and laptops are essential during a pandemic since computer laboratories aren't accessible, my second year in college was definitely one of my struggles as a student since I just need to use phone to access learning materials.",To be resourceful and use all the resources I have to access all learning materials.,Indeed grateful to have an opportunity to access an equal free higher education in our local community.,,,1.0,,,,,,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,City Of Tabaco","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Computer Science,4,No,,No,,"Local employment, outside of the region ",,6,5,none,Yes,,it helped me graduate without paying for any tuition fee,none,none,its good,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Bacacay","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology,2019 - 2023,No,,No,,International employment,,7,7,It was a great help for me because I was given the chance to pursue my studies without worrying too much about the tuition fee.,Yes,widen the range,Good,Pandemic,"staying healthy, being supported by my family and friends","Good, but can be more helpful if it was improved",,,1.0,,,,,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Sorsogon,Bulusan","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology,4,No,,Yes,Work in the government for at least 2 years,"Local employment, outside of the region ",,9,10,"Being a recipient of the UAQTE had allowed me to be in a University that is known to have a quality education. I was able to learn more and gain knowledge and skills freely because of it. If it wasn't for the UAQTE and my scholarship, I would have struggled in college as my father's income would not be able to fully support me as he is a single parent. Furthermore, I was lucky enough to have been given a free education during my years in college.",Yes,The FHE and TES can also include a one-time uniform allowance and a transportation allowance for those who in far places or outside the region.,"The UAQTE has helped me and my family in many ways. Since I am not paying for my tuition fees which amounts to thousands of pesos, my father has also saved some money.","With regards to the UAQTE, I did not encounter any issues and challenges.",,"Overall, the implementation of the UAQTE has made a big impact on my life, and most of all to those who are struggling financially.",,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Information Technology,4,No,,Yes,,"Local employment, within the region only ",,5,5,"it helped me  finish my education with financial assistance. It also helped my family focus our finances on other important matters. Lastly, it helped me enter a university of my choice.",Yes,,Very helpful and impactful,none,none,none,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Guinobatan","100,000 – 124,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Bachelor of Science in Information Technology",4,No,,No,,"Local employment, outside of the region ",,8,10,"I think it is a very good program that benefits a lot of students. I am thankful that I can help lighten our family's expenses by attending a state college and availing of free tuition. With it, I am able to complete my college education relatively free.",No,,I am the second child that has availed FHE in our family and I can tell that it has helped us a lot,None that I can think of in relation to the FHE program,,Very nice in my opinion and a great help to families.,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology ,4 ,No,,No,,Establish own business,,8,8,"It was helpful since my family don’t really have to be burden in providing me tuition in 4 years. Although there are really cases that it was difficult because other school expenses are needed to be paid. However, I’m still grateful for being one of the beneficiaries of UAQTE.",No,,Less burden in terms of providing money.,N/a,N/a,Helpful for us students who are really in need of assistance. ,,,,1.0,,,,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Bicol University - BS in Information Technology,2019-2023,No,,No,,"Local employment, within the region only ",,10,10,"As a beneficiary of the UAQTE program, I have witnessed a transformative change in my life. The program's commitment to providing equal educational opportunities has empowered me to pursue my dreams and unlock my full potential, opening doors to a brighter future.",Yes,,"The program has uplifted our entire family. It has opened up new opportunities, improved our economic prospects, and instilled a sense of hope within us.",How to maintain my grades and be mentally stable during the pandemic.,I survived by choosing the right people as my motivation. Being positive also help me to stay mentally stable.,Thank you for the outstanding service. ,,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Female,LGBTQIA+,No,,,"Sorsogon,Santa Magdalena","125,000 and above",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology ,2019-2023,No,,No,,"Local employment, within the region only ",,8,10,"As a beneficiary of the UAQTE, I can say that it really is beneficial on my study as my parents and I didn't have to carry the burden of having to pay for tuition for me to have an access to quality tertiary education, which was experienced by other and past students, including my elder sibling. With that, my parents only had to focus this time on providing money for my other living and academic-related expenses. Moreover, it's great that we, students, didn't have to undergo a lot of processes in order to avail this financial assistance. Overall, I'm grateful for the Free Higher Education Program.",No,,UAQTE is a tremendous help on our family's finances. The free tuition felt like a weight off one's shoulders. ,,,"It's great. It helps a lot of people, and a lot of dreams come true. Please continue the implementation.",,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,Prefer not to say,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Information Technology,4,No,,Yes,,"Local employment, within the region only ",,7,7,,Yes,,,,,,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Information Technology,4 years,No,,No,,"Local employment, outside of the region ",,7,9,,No,,It helped on my studies.,,,,,,,,,,,1.0,,,23.0
